Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính
SHMNV5,"Thửa 23 - Tờ 35 thôn Hương Đình Đoài, Xã Mai Đình, H.Sóc Sơn, TP. Hà Nội",3100000.0,50.98,Đất,4.5m,13.5m,Tây Bắc
JZKDV0,"Thửa 504 - Tờ 30 thôn Hương Đình Đoài, Xã Mai Đình, H.Sóc Sơn, TP. Hà Nội",3500000.0,38.46,Đất,6.03m,15.34m,Tây Bắc
652HP8,"Thửa 120 + 29  - Tờ 89 đường Rạch Rau Răm, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",1900000.0,9.75,Đất,5.8m,33.6m,Tây Nam
GM43Z2,"Thửa 270 - Tờ 28 Kiệt 610 Tôn Đản, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",2850000.0,37.01,Đất,4.81m,16m,Đông Nam
AB18RY,"Thửa 01 - Tờ 130-2018 hẻm đường Hữu Đáy, Xã Hòa Phú, H.Chương Mỹ, TP. Hà Nội",6900000.0,92.0,Đất,4m,18.77m,Tây Bắc
R27V4J,"Thửa 1167 - Tờ 25, Đường N14 KDC Nam Long 2, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3500000.0,38.88,Đất,6m,15m,Đông Nam
7CNRPA,"Thửa 18 - tờ 74 Tổ Cam Lộ 5, P.Hùng Vương, Q.Hồng Bàng, TP. Hải Phòng",1480000.0,31.28,Đất,4.5m,10.5m,Tây Bắc
GMKQV2,"Thửa 84 - Tờ 35 thôn Hương Đình Đoài, Xã Mai Đình, H.Sóc Sơn, TP. Hà Nội",2620000.0,43.09,Đất,4.5m,13.5m,Đông Nam
3APHJQ,"Thửa 1108 - Tờ 14 Kiệt 55 Vũ Ngọc Phan, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1550000.0,15.36,Đất,5.5m,18.93m,Đông Bắc
JZ7WH0,"Thửa 02 - tờ MTĐĐC số 07-2022 Thôn Đoàn Xá 4, Xã Đoàn Xá, H.Kiến Thuỵ, TP. Hải Phòng",3500000.0,24.98,Đất,6m,22m,Tây Bắc
JZ7DQ0,"Thửa 201A - tờ 03 Thôn Bấc 2, P.Thuỷ Đường, TP.Thuỷ Nguyên, TP. Hải Phòng",2100000.0,30.88,Đất,6.8m,10.01m,Tây Bắc
87JR03,"Thửa 20 - tờ 06 Thôn Tân Lập, P.Lập Lễ, TP.Thuỷ Nguyên, TP. Hải Phòng",3500000.0,19.44,Đất,6.6m,27.5m,Đông
493M0F,"Thửa 4981 - tờ 3 Thôn Đoan Xá 2, Xã Đoàn Xá, H.Kiến Thuỵ, TP. Hải Phòng",1500000.0,20.49,Đất,5.67m,12m,Đông Bắc
CR1J8B,"Thửa 195 - tờ 69 Ngõ 113 Tân Thành, P.Tân Thành, Q.Dương Kinh, TP. Hải Phòng",2250000.0,28.62,Đất,4m,19.7m,Đông Bắc
SHGK05,"Thửa 50 - tờ 59 TDP Tiểu Trà 1, P.Hưng Đạo, Q.Dương Kinh, TP. Hải Phòng",1330000.0,28.72,Đất,4.07m,10.1m,Tây
KWVBMC,"Thửa 98 - tờ 249 TDC Anh Dũng 5, P.Anh Dũng, Q.Dương Kinh, TP. Hải Phòng",2500000.0,62.5,Đất,4m,10m,Tây Bắc
UD9FCS,"Thửa 840 - tờ 26 Kiệt 69, Sử Nhan Hy, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1950000.0,19.42,Đất,7.95m,12.2m,Đông Nam
9N7XVP,"Thửa 520 B1 - Tờ 01 Thôn Trại Núi, P.Thủy Hà, TP.Thuỷ Nguyên, TP. Hải Phòng",2150000.0,16.73,Đất,5m,25.7m,Tây Nam
CRMKNB,"Thửa 61 + 36 - Tờ 15 hẻm đường Tỉnh Lộ 419, Xã An Mỹ, H.Mỹ Đức, TP. Hà Nội",830.0,20.34,Đất,4.2m,10.04m,Tây
1S4XJ6,"Thửa 1663 - tờ 16m Thôn Lệ Sơn 1, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1400000.0,7.17,Đất,10m,19.5m,Tây Bắc
3ARNAQ,"Thửa 1032 - Tờ 4 hẻm đường Bùi Hữu Nghĩa, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",680.0,3.8,Đất,6.5m,25.5m,
3AWCVQ,"Thửa 3922 - Tờ 149 Thôn Lệ Sơn Bắc, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",2150000.0,17.84,Đất,5.37m,23.79m,Tây Nam
PX583G,"Thửa 3293 - Tờ 149 Thôn Lệ Sơn Bắc, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",2150000.0,17.81,Đất,5.69m,22.56m,Tây Nam
CRXF8B,"64 Trần Đại Nghĩa, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",9600000.0,80.0,Đất,5m,24m,Đông Nam
3AWUWQ,"Thửa 2115 - Tờ 39 Làng Hoa Bà Bộ, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",1900000.0,20.94,Đất,5m,18.85m,Đông Bắc
SHRZS5,"Thửa 725 - tờ 59 K42 Nguyễn Duy Cung, P.Thủy Phương, TX.Hương Thủy, TP. Huế",1250000.0,12.17,Đất,5m,14.2m,Tây Nam
9NQYEP,"Thửa 1830 - Tờ 13, Đường Nguyễn Thị Tạo Khu Vực Bình Trung, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",1300000.0,5.96,Đất,9.5m,22.66m,
SHRP35,"44/4/9 (Thửa 284 - Tờ 34) Cách Mạng Tháng 8, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",3600000.0,34.78,Đất,5.62m,18.4m,Đông Nam
5KJFA7,"Thửa 54D2 - Tờ 6 hẻm đường Phú Mỹ, P.Biên Giang, Q.Hà Đông, TP. Hà Nội",3100000.0,62.0,Đất,3.5m,14m,Đông Bắc
SHWUF5,"Thửa 18 - tờ B2-13 TĐC Hòa Liên 5, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2550000.0,25.5,Đất,5m,20m,Đông Bắc
UDF8JS,"Thửa 298 - Tờ 219, Kiệt Huỳnh Thị Bảo Hòa, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",2150000.0,23.88,Đất,3.55m,17.75m,Tây Bắc
UDF8JS,"Thửa 298 - Tờ 219, Kiệt Huỳnh Thị Bảo Hòa, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",2150000.0,23.88,Đất,3.55m,17.75m,Tây Bắc
D4JU8H,"Thửa 260 - tờ 114 Nguyễn Duy Trinh, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",6500000.0,31.56,Đất,6m,34.94m,Đông Nam
0TVBR9,"Thửa 465 - Tờ 33, Đường số 3 KDC Hưng Phú 1, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",8700000.0,94.05,Đất,5m,18.5m,Đông Nam
KW9SMC,"Thửa 5324 - Tờ 65 khu vực 1 Ba Láng, P.Ba Láng, Q.Cái Răng, TP. Cần Thơ",790.0,14.93,Đất,10.65m,9.8m,Tây Nam
SHEV45,"Thửa 5323 - Tờ 65 khu vực 1 Ba Láng, P.Ba Láng, Q.Cái Răng, TP. Cần Thơ",790.0,19.31,Đất,5.1m,8.96m,Tây Nam
WGNHJR,"Thửa 5322 - Tờ 65 khu vực 1 Ba Láng, P.Ba Láng, Q.Cái Răng, TP. Cần Thơ",790.0,18.72,Đất,4.5m,9.95m,Tây Nam
D4J31H,"Thửa 236 - tờ 242 Lê Tự Thống Nhất, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",4450000.0,44.5,Đất,5m,20m,Đông Bắc
7CFVRA,"Thửa 5321 - Tờ 65 khu vực 1 Ba Láng, P.Ba Láng, Q.Cái Răng, TP. Cần Thơ",790.0,18.67,Đất,4.1m,10.85m,Tây Nam
65D528,"Thửa 204 - Tờ 220 Tổ dân phố Nghĩa Phương, P.Minh Đức, Q.Đồ Sơn, TP. Hải Phòng",930.0,14.95,Đất,4.17m,14.9m,Tây Nam
87H7J3,"Thửa 203 - Tờ 220 Tổ dân phố Nghĩa Phương, P.Minh Đức, Q.Đồ Sơn, TP. Hải Phòng",930.0,17.19,Đất,4.2m,12.9m,Tây Bắc
65DSG8,"Thửa 202 - Tờ 220 Tổ dân phố Nghĩa Phương, P.Minh Đức, Q.Đồ Sơn, TP. Hải Phòng",980.0,18.14,Đất,4.2m,12.88m,Tây Bắc
65D308,"Thửa 25 - Tờ 101 Tổ dân phố 4, P.Hưng Đạo, Q.Dương Kinh, TP. Hải Phòng",1220000.0,6.35,Đất,117m,153m,Tây Bắc
7CETHA,"Thửa 260 - tờ 122 Cầu Đỏ - Túy Loan, P.Hòa Thọ Tây, Q.Cẩm Lệ, TP. Đà Nẵng",4200000.0,46.66,Đất,5m,18m,Nam
SHCB85,"Thửa 1265 - Tờ 15 Kiệt 24 Vũ Ngọc Phan, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1600000.0,15.96,Đất,7.2m,15.6m,Đông Nam
WGGSWR,"Thửa 770 - Tờ 4 Khu Vực Bình Yên A, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",1300000.0,7.22,Đất,9m,20.15m,Đông Nam
3A72FQ,"Thửa 817 - tờ 16 Xóm 8, Thôn Dưỡng Mong, Xã Phú Mỹ, H.Phú Vang, TP. Huế",1800000.0,12.37,Đất,5m,28.41m,Tây Nam
ABCM8Y,"Thửa 122 - Tờ 56 Kiệt 26 Lý Nam Đế, P.An Hòa, Q.Phú Xuân, TP. Huế",1280000.0,15.32,Đất,5.33m,17.29m,Đông Nam
YEBVJD,"Thửa 631 - Tờ 32 Kiệt 5 Nguyễn Hữu Cảnh, P.An Tây, Q.Thuận Hóa, TP. Huế",1940000.0,16.46,Đất,5m,23.12m,Tây Nam
JZ2A40,"Thửa 334 - Tờ 11, Đường số 9 KQH Đông Nam Thuỷ An, P.Thủy Dương, TX.Hương Thủy, TP. Huế",3200000.0,38.09,Đất,5m,16.8m,Tây Bắc
CRW8XB,"Thửa 1123 - Tờ 20 Kiệt 108 Lê Ngô Cát, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1460000.0,14.52,Đất,8.81m,12.47m,Tây Bắc
QYA9XU,"Thửa 832 - tờ 15 Kiệt 44 Vũ Ngọc Phan, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1600000.0,14.88,Đất,4.7m,23.29m,Đông Bắc
QYAY4U,"Thửa 612 - tờ 10 Kiệt 10, TDP Trung Đông, P.Phú Thượng, Q.Thuận Hóa, TP. Huế",1400000.0,20.0,Đất,6.37m,11.08m,Bắc
5KDQ37,"Thửa 11300 - tờ 1 đường A4, KDC Phú An, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",2850000.0,35.18,Đất,4.5m,18m,Tây Nam
WG96ER,"Thửa 341 - Tờ 185 Kiệt 33 Nam Cao, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",6300000.0,29.68,Đất,7.3m,21.9m,Đông Nam
5HSKF7,"Thửa 42 - Tờ 16 Khu TĐC Thủy Thanh, Xã Thủy Thanh, TX.Hương Thủy, TP. Huế",3250000.0,32.5,Đất,5m,20m,Đông Bắc
QA3A1U,"Thửa 434 - Tờ 12 Khu TĐC Thủy Thanh, Xã Thủy Thanh, TX.Hương Thủy, TP. Huế",6240000.0,26.99,Đất,14.74m,20.17m,Đông Nam
UY3NDS,"Thửa 274 - tờ 98 Thôn Phú Sơn 1, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",1300000.0,7.78,Đất,5m,39.01m,Tây Bắc
5HUBJ7,"Thửa 478 - tờ 67 Thôn Phú Sơn 3, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",1250000.0,7.2,Đất,5.01m,27.88m,Bắc
UY66FS,"Thửa 1600 - tờ 20 Thôn Lệ Sơn 2, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1450000.0,11.06,Đất,6m,22.02m,Tây Nam
85MRD3,"Thửa 8 - tờ 69 Thôn Phú Sơn 3, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",2250000.0,10.71,Đất,7m,30m,Nam
QAXGYU,"Thửa 88 - Tờ 88 TĐC Hòa Liên 5, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",3100000.0,31.0,Đất,5m,20m,Đông Nam
SDV095,"Thửa 149 - Tờ 144 Khu Bộ đội Trinh sát, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",3950000.0,39.5,Đất,5m,20m,Tây Bắc
SDVHK5,"Thửa 238 - Tờ 51 Hói Kiểng 31, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",5100000.0,48.57,Đất,5m,21m,Tây Bắc
QATC6U,"Thửa 131 - tờ 137 Ban Ban 20, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",3850000.0,38.5,Đất,5m,20m,Đông Bắc
4058JF,"Thửa 493 - Tờ 43 Kiệt 88 Nguyễn Khoa Chiêm, P.An Tây, Q.Thuận Hóa, TP. Huế",2200000.0,21.52,Đất,4.82m,21.99m,Bắc
372WNQ,"Thửa 117 - tờ 16 Thôn Dương Lâm 2, Xã Hòa Phong, H.Hòa Vang, TP. Đà Nẵng",2100000.0,7.0,Đất,10m,30.03m,Đông Nam
8592Z3,"Thửa 3001 - Tờ 1, Đường số 10, KĐT Nam Cần Thơ, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",2850000.0,26.38,Đất,4.5m,24m,Tây Bắc
ACXC6Y,"Thửa 68 - tờ 9 Bờ Quan 1, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",12800000.0,75.65,Đất,13.05m,21m,Tây Bắc
QAPV9U,"Thửa 1521 - Tờ 1, Đường Cặp Rạch Khoán Châu (bên phải) Khu Vực Bình Dương A, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",1350000.0,16.66,Đất,4m,20.25m,Tây Bắc
SD2VQ5,"Thửa 2142 -Tờ 13 Thôn Quan Nam 1, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",5100000.0,34.0,Đất,5.1m,27.1m,Đông Bắc
4081PF,"Thửa 2396 - Tờ 1 Khu TĐC Tân Phú, P.Tân Phú, Q.Cái Răng, TP. Cần Thơ",2700000.0,23.31,Đất,8.07m,21.39m,Tây Bắc
9T7ZTP,"Lô 212 phân khu B2-4 Khu TĐC Hòa Liên, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2750000.0,27.5,Đất,5m,20m,Tây Nam
J2UWC0,"Thửa 168 - Tờ 20 Thôn An Ngãi Tây 3, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",1500000.0,10.2,Đất,6.3m,21.69m,Đông Nam
AC2QTY,"Thửa 223 - Tờ 166 Kiệt 05 Nam Cao, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",4790000.0,50.58,Đất,6.76m,15.14m,Đông Bắc
SD9PV5,"Thửa 4094 - Tờ 7 Ấp Thị Tứ Vàm Xáng, Xã Nhơn Nghĩa, H.Phong Điền, TP. Cần Thơ",690.0,7.41,Đất,5.5m,17.05m,Đông Nam
9T55AP,"Thửa 30 -Tờ 213 Số 362 Phan Khôi, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",5200000.0,52.0,Đất,5m,20m,Đông
J2U1T0,"Thửa  1818 - Tờ 14 Thôn Phú Sơn 3, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",1300000.0,6.65,Đất,5.65m,38.39m,Bắc
DETW7H,"Thửa  120 - tờ 90 Nước mặn 3, P.Khuê Mỹ, Q.Ngũ Hành Sơn, TP. Đà Nẵng",18500000.0,108.82,Đất,9.87m,25m,Tây Bắc
DETW7H,"Thửa  120 - tờ 90 Nước mặn 3, P.Khuê Mỹ, Q.Ngũ Hành Sơn, TP. Đà Nẵng",18500000.0,108.82,Đất,9.87m,25m,Tây Bắc
J2UGR0,"Thửa 1134 - tờ 12 HD2 - Thôn Phú Thượng, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",2600000.0,21.88,Đất,6.8m,17.6m,Tây Nam
KFNV4C,"Thửa 1540 - Tờ 19 Thôn Vân Dương  1, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",1750000.0,15.9,Đất,4.5m,24.5m,Tây Bắc
QARCAU,"Thửa 525 - tờ 126 Thôn Phú Sơn Nam, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",1160000.0,7.77,Đất,5.02m,30.01m,Đông Bắc
EJXW04,"Thửa 444 - Tờ 239 Lưu Quang Vũ, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",2200000.0,22.42,Đất,4m,24.55m,Tây Nam
CWZUPB,"Thửa 06 - tờ B2.10 Thổ Sơn 2, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",4800000.0,45.71,Đất,5m,21m,Tây Bắc
PNQSAG,"Thửa 1245 - Tờ 13 Khu Vực Bình Trung, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",1390000.0,13.9,Đất,5m,20m,Tây Bắc
YB9PQD,"Thửa 1551 - Tờ 13 Khu Vực Bình Trung, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",1590000.0,15.15,Đất,5.3m,19.5m,Đông Nam
37EBMQ,"Thửa 339 - tờ 24 Thôn Lệ Sơn 2, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1950000.0,19.5,Đất,5m,20m,Đông Bắc
UYFEES,"Thửa 330 - tờ 84 K175 Bình Kỳ, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",2700000.0,45.0,Đất,4m,15m,Tây Bắc
AC0BHY,"Thửa 349 - Tờ 207 Lưu Quang Vũ, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",2700000.0,30.99,Đất,5m,14.95m,Nam
9T8E9P,"Thửa 822- Tờ 6 Khu Vực Bình Yên B, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",980.0,11.55,Đất,4.83m,18m,Tây Bắc
ACJ6XY,"Thửa 201 -Tờ 21 Thôn An Ngãi Tây 3, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",2500000.0,10.54,Đất,19.52m,14.38m,Đông Nam
6SKCU8,"Thửa 331 - tờ 108 Thôn Phú Sơn 1, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",1790000.0,6.27,Đất,10.39m,29.81m,Bắc
2MQ0VZ,"Thửa 554 - tờ 23 K152 Lê Văn Thứ, P.Mân Thái, Q.Sơn Trà, TP. Đà Nẵng",10500000.0,106.49,Đất,5m,18.44m,Đông
QABN7U,"Thửa 1186 - Tờ 25 Đường N14 KDC Nam Long 2, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3750000.0,41.66,Đất,6m,15m,Tây Bắc
5HEMP7,"Thửa 20 - Tờ 183, Số 38 Thích Phước Huệ, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",6100000.0,46.03,Đất,5m,26.5m,Nam
PN1HWG,"Thửa 648 -Tờ 147 Khái Tây 1, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",3250000.0,28.88,Đất,4.96m,20.25m,Đông Nam
PNZK2G,"Thửa 76 -Tờ 68 Hoà Phú 2, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5750000.0,71.87,Đất,5m,16m,Tây Nam
WP0NDR,"Thửa 177 - Tờ 243 Hoà Mỹ 8, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",4900000.0,50.51,Đất,5m,19.4m,Đông Nam
5HACE7,"Thửa 1730 - Tờ 5 khu vực Thạnh Hưng, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",2250000.0,9.66,Đất,10m,23.3m,Đông Bắc
85Q5Z3,"Thửa 1246 - Tờ 38 Gò Lăng 7, Xã Hòa Nhơn, H.Hòa Vang, TP. Đà Nẵng",2900000.0,19.33,Đất,7.5m,20m,Đông Nam
2X2GHZ,"Thửa 736 - Tờ 16 Thôn Dương Lâm 2, Xã Hòa Phong, H.Hòa Vang, TP. Đà Nẵng",1550000.0,9.39,Đất,6m,27.57m,Đông Bắc
QKPCJU,"Thửa 207 - tờ 168 Ngõ 13, Phố Xuân Diệu, P.Hoà Nghĩa, Q.Dương Kinh, TP. Hải Phòng",1050000.0,4.82,Đất,4.45m,10.9m,Tây Nam
QK042U,"Thửa 283 - tờ 175 Nam Kỳ Khởi Nghĩa, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",3500000.0,39.54,Đất,7m,13m,Tây Nam
SBHH85,"Thửa 406 - Tờ 42 Hẻm 2 Bùi Hữu Nghĩa, P.Bình Thủy, Q.Bình Thuỷ, TP. Cần Thơ",1250000.0,24.65,Đất,3.45m,14.93m,Tây Nam
8DS1R3,"Thửa 49 - Tờ 98 Khu TĐC Công Nghệ Cao, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",1850000.0,10.97,Đất,5m,33.7m,Bắc
6YUFK8,"Thửa 51 - tờ 56 Tuyến 2 Phạm Văn Đồng, P.Hải Thành, Q.Dương Kinh, TP. Hải Phòng",2200000.0,32.35,Đất,6.5m,12m,Đông Bắc
8DUES3,"Thửa 528 - tờ 15 hẻm đường ĐT 918, Ấp Thới An, Xã Giai Xuân, H.Phong Điền, TP. Cần Thơ",400.0,5.06,Đất,5m,16.7m,Bắc
UC5APS,"Thửa 564 - tờ 67 Kiệt 30 Huyền Trân Công Chúa, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1450000.0,13.8,Đất,5.19m,20.38m,Tây Nam
QH62YU,"Thửa 239 - Tờ 34 Số 131 Đoàn Khuê, P.Khuê Mỹ, Q.Ngũ Hành Sơn, TP. Đà Nẵng",11300000.0,113.0,Đất,5m,20m,Tây Nam
5BQA47,"Thửa 135 - tờ 18 + Thửa 1053 - tờ 18 hẻm đường Tạ Thị Phi, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",4580000.0,19.94,Đất,8.2m,28.7m,Đông Bắc
YFU16D,"Thửa 444 - Tờ 10 Kiệt 86 Phạm Nhữ Tăng, P.Thanh Khê Đông, Q.Thanh Khê, TP. Đà Nẵng",5550000.0,45.67,Đất,4.26m,27.07m,Tây Nam
172NK6,"Thửa 1 - tờ 114 Nguyễn Tất Thành nối dài, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2200000.0,22.0,Đất,5m,20m,Tây Bắc
A463PY,"Thửa 484 - tờ 24 đường số 5A, KĐT Mỹ Thượng, P.Phú Thượng, Q.Thuận Hóa, TP. Huế",2550000.0,24.28,Đất,5m,21m,Nam
3DTE9Q,"Thửa Lô 40 - tờ 03 đường 351, Thôn 6, P.Lê Hồng Phong, TP.Thuỷ Nguyên, TP. Hải Phòng",5500000.0,55.0,Đất,5m,16.5m,Bắc
3D0WVQ,"Sơn Thuỷ Đông 4, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",7600000.0,76.0,Đất,5m,20m,Nam
7EZ4GA,"Thửa 3901 - Tờ 4 Tuyến hai bên Rạch Xéo Lá, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",290.0,1.92,Đất,6.05m,25m,
3DJ1CQ,"Thửa Lô L2-07(BĐQH phân lô) - tờ 02 (Bản đồ giải thửa) Tuyến 2, đường 359, P.Thuỷ Đường, TP.Thuỷ Nguyên, TP. Hải Phòng",4150000.0000000005,38.42,Đất,6m,18m,Tây
SCR0U5,"Thửa 1453 - tờ 3 Thôn Túy Loan Tây 1, Xã Hòa Phong, H.Hòa Vang, TP. Đà Nẵng",1800000.0,7.86,Đất,7.5m,30.7m,Tây Nam
G18G12,"Thửa 2611 - Tờ 1 Phạm Văn Nhờ, KDC Công An, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",3450000.0,34.5,Đất,5m,20m,Đông Nam
SCETB5,"Thửa 1739 - Tờ 18 đường D26 KDC Hồng Loan, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3680000.0,33.45,Đất,5m,22m,Tây Nam
7EFNWA,"Thửa 238 - Tờ 5 Hẻm 85 Phạm Ngũ Lão, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",6800000.0,43.31,Đất,8m,20m,Tây Bắc
9M1QEP,"Thửa 117 - Tờ 74 Hẻm 361 Trần Quang Diệu, P.An Thới, Q.Bình Thuỷ, TP. Cần Thơ",3390000.0,22.55,Đất,8m,18.4m,Tây Bắc
G1NGS2,"Thửa 12260 - Tờ 1 Khu Tái Định Cư Phú An, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",2900000.0,24.16,Đất,5m,24m,Tây Bắc
6A3BD8,"Thửa 383 - tờ 6 Ngõ 159 đường Quyết Thắng, P.Yên Nghĩa, Q.Hà Đông, TP. Hà Nội",7200000.0,144.0,Đất,4.95m,10.39m,Đông Bắc
DFYBPH,"Thửa 77 - tờ 98 TĐC khu Công nghệ cao, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2850000.0,19.0,Đất,5m,30m,Nam
4PERVF,"Thửa 313 - tờ 114 Nguyễn Tất Thành nối dài, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2450000.0,24.25,Đất,5m,20.2m,Tây Bắc
67XM58,"Thửa 27 - tờ 01 đường 353 Phạm Văn Đồng, P.Anh Dũng, Q.Dương Kinh, TP. Hải Phòng",5200000.0,52.0,Đất,5m,20m,Đông
PMDA5G,"Thửa 112 - Tờ 59 đường ĐT 413, Thôn Duyên Lãm, Xã Thụy An, H.Ba Vì, TP. Hà Nội",960.0,9.6,Đất,6.11m,16.85m,
GVH7U2,"Thửa 09 - tờ B2-4 Trần Lê + Cẩm Nam 9, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",7200000.0,67.47,Đất,6.5m,17m,Nam
GVYRW2,"Thửa 474 - Tờ 20 Kiệt 72 Khúc Thừa Dụ, P.Thủy Dương, TX.Hương Thủy, TP. Huế",2150000.0,18.85,Đất,11.86m,10.25m,Tây Bắc
67WRV8,"Thửa 252 - Tờ 86, Đường Đồng Lớn 6 Khu TĐC Hòa Liên 3, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2450000.0,20.76,Đất,5m,23.6m,Tây Bắc
21YT6Z,"Thửa 331 - Tờ 14 Kiệt 45 Huyền Trân Công Chúa, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1550000.0,15.97,Đất,6m,16.5m,Đông Bắc
9XSF9P,"Thửa 5116 - tờ 4 Thôn Đương Thắng, Ngũ Đoan, Xã Kiến Hưng, H.Kiến Thuỵ, TP. Hải Phòng",1700000.0,25.95,Đất,4.68m,14m,Tây Bắc
UHJNKS,"Thửa 2922 - Tờ 53 Hẻm 112 Hoàng Quốc Việt, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",1790000.0,44.75,Đất,4m,10m,Tây Bắc
E92M54,"Thửa 388 - Tờ 40 TL 420, thôn Đồi Sen, Xã Bình Yên, H.Thạch Thất, TP. Hà Nội",3300000.0,37.97,Đất,5.63m,14.89m,Nam
