Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính,Số phòng ngủ,Số phòng tắm,Số tầng,Diện tích đất công nhận,Diện tích sử dụng,Đường trước nhà,Nội thất,Giấy tờ pháp lý
6SMAB8,"đường số 6, Khu đô thị mới huyện Thới Lai, TT.Thới Lai, H.Thới Lai, TP. Cần Thơ",6200000.0,41.22,Nhà mặt tiền,4.05m,17.997m,Tây Nam,,,,150.40m²,,12m,,
QY59VU,"Lô C235 đường số 4C, Khu đô thị mới Mỹ Thượng, Xã Phú Mỹ, H.Phú Vang, TP. Huế",4700000.0,44.76,Nhà mặt tiền,5m,21m,Tây,4.0,1.0,3.0,105m²,155.90m²,16.5m,,
40NASF,"289 Nguyễn Duy Trinh, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",11500000.0,65.78,Nhà mặt tiền,7.1m,24.6m,Tây Nam,3.0,2.0,2.0,174.80m²,,18.5m,Cơ bản,
R2G83J,"Rạch Lòng Ống, Khu vực Phú Khánh, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",1540000.0,12.82,Nhà mặt tiền,4.5m,26.7m,Đông Nam,3.0,1.0,1.0,120.10m²,,4m,,
QYY48U,"Lô B53 đường số 3C, Khu đô thị Mỹ Thượng, Xã Phú Mỹ, H.Phú Vang, TP. Huế",4700000.0,44.76,Nhà mặt tiền,5m,21m,Nam,4.0,4.0,3.0,105m²,231.40m²,20m,,
UYNC3S,"GH106 Lô tái định cư N4, Khu Tái định cư Hồ Đá, P.Sở Dầu, Q.Hồng Bàng, TP. Hải Phòng",5950000.0,99.83,Nhà mặt tiền,4.5m,13.3m,Đông Nam,4.0,3.0,4.0,59.60m²,,10m,,
0ZGWX9,"Lô 10 khu B2-120 Khu đô thị công nghệ FPT, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",9300000.0,91.17,Nhà mặt tiền,6m,17m,Tây Nam,9.0,9.0,3.0,102m²,276m²,15.5m,Đầy đủ,
QHMA7U,"Thửa 2296 - tờ 47 đường N17, P.Thới Hòa, TP.Bến Cát, Bình Dương",5500000.0,18.33,Nhà mặt tiền,10m,30m,Tây Bắc,10.0,10.0,2.0,300m²,,,,
RGZECJ,"79 (Thửa 432 - Tờ 34) Quốc Lộ 13, Xã Lai Hưng, H.Bàu Bàng, Bình Dương",16790000.0,12.6,Nhà mặt tiền,20m,71.31m,Đông,1.0,1.0,1.0,1.33m²,,60m,Cơ bản,
YWCZRD,"Trần Đại Nghĩa, P.Đông Hòa, TP.Dĩ An, Bình Dương",8199999.999999999,59.85,Nhà mặt tiền,5m,27m,Tây Bắc,4.0,4.0,3.0,137m²,137m²,5m,Đầy đủ,
7CH7NA,"Thửa 127 - Tờ 76 Nguyễn Thanh Tâm, TT.Cần Giuộc, H.Cần Giuộc, Long An",970.0,20.63,Nhà mặt tiền,3m,15.85m,Tây,1.0,1.0,1.0,47m²,,4m,,
42NJ0F,"106 đường N1, P.Tân Đông Hiệp, TP.Dĩ An, Bình Dương",4300000.0,71.66,Nhà mặt tiền,4m,15m,Nam,3.0,4.0,3.0,60m²,169m²,12m,Đầy đủ,
285VYZ,"120 Cát tường phú sinh, Xã Đức Lập Hạ, H.Đức Hòa, Long An",1790000.0,30.44,Nhà mặt tiền,4m,16m,Đông Bắc,3.0,3.0,2.0,58.80m²,58.80m²,7m,Đầy đủ,
285VYZ,"120 Cát tường phú sinh, Xã Đức Lập Hạ, H.Đức Hòa, Long An",1790000.0,30.44,Nhà mặt tiền,4m,16m,Đông Bắc,3.0,3.0,2.0,58.80m²,58.80m²,7m,Đầy đủ,
7ER79A,"Thửa 1050 - tờ 278 đường D1, P.An Phú, TP.Thuận An, Bình Dương",5500000.0,83.58,Nhà mặt tiền,4.5m,14.67m,Đông Nam,3.0,3.0,3.0,65.80m²,190.40m²,7m,,
7HT9VA,"Thửa 1161 tờ 102, Khu nhà ở An Phú, P.An Phú, TP.Thuận An, Bình Dương",7500000.0,68.18,Nhà mặt tiền,5m,22m,Bắc,4.0,4.0,4.0,110m²,274.50m²,17m,,
QYC7YU,"49 đường DX043, P.Phú Mỹ, TP.Thủ Dầu Một, Bình Dương",4150000.0000000005,51.1,Nhà mặt tiền,5m,16.68m,Đông Bắc,3.0,4.0,2.0,81.20m²,142.10m²,6m,,
6SVR48,"3A Trần Bình Trọng, P.Tân Tiến, TP.Nha Trang, Khánh Hòa",14500000.0,164.58,Nhà mặt tiền,4.3m,21.63m,Tây Bắc,2.0,1.0,2.0,88.10m²,115.50m²,10.5m,,
5H4D37,"95 đường Chu Mạnh Trinh, P.8, TP.Vũng Tàu, BRVT",12500000.0,108.69,Nhà mặt tiền,4.98m,23m,Đông Nam,1.0,1.0,1.0,115m²,,16m,,
SDTZX5,"Ngọc Sơn, P.Ngọc Hiệp, TP.Nha Trang, Khánh Hòa",4200000.0,48.16,Nhà mặt tiền,7.96m,11.03m,Tây Bắc,2.0,2.0,2.0,87.20m²,87.60m²,6m,,
DE058H,"12 Trần Nhật Duật, P.Phước Hòa, TP.Nha Trang, Khánh Hòa",13500000.0,235.6,Nhà mặt tiền,5.29m,12.67m,Đông Bắc,2.0,2.0,2.0,57.30m²,76m²,16m,,
E0RVK4,"18 số 2, P.6, TP.Tân An, Long An",5000000.0,41.66,Nhà mặt tiền,5m,24m,Tây Bắc,1.0,1.0,1.0,120m²,,17m,,
7KQFKA,"18 Quang Trung, P.Vĩnh Thanh, TP.Rạch Giá, Kiên Giang",2500000.0,21.92,Nhà mặt tiền,5.05m,22.4m,Tây Nam,2.0,1.0,2.0,114m²,151.72m²,10m,Bàn giao thô,
WPNZ8R,"312 Xuân Phong, Xã Vĩnh Phương, TP.Nha Trang, Khánh Hòa",2700000.0,122.72,Nhà mặt tiền,8.85m,32.75m,Bắc,4.0,1.0,2.0,22m²,,13m,Cơ bản,
5HMFM7,"Thửa 502 - Tờ 20 Lê Thị Riêng, Xã Lộc Châu, TP.Bảo Lộc, Lâm Đồng",2150000.0,16.04,Nhà mặt tiền,5.1m,27.8m,Tây Nam,2.0,2.0,2.0,134m²,134m²,6.4m,Cơ bản,
QHP1ZU,"Trần Quý Cáp, P.Phương Sài, TP.Nha Trang, Khánh Hòa",3400000.0,60.71,Nhà mặt tiền,6m,12m,Đông Bắc,3.0,2.0,2.0,56m²,56m²,4m,Đầy đủ,
AC05QY,"Thửa 279 - Tờ 21 Quốc lộ 40B, P.Trường Xuân, TP.Tam Kỳ, Quảng Nam",2400000.0,20.0,Nhà mặt tiền,6m,20m,Đông Nam,2.0,1.0,1.0,120m²,120m²,27m,Cơ bản,
5HVFT7,"Lô LKA8-12 KQH khu dân cư số 5 An Sơn, P.4, TP.Đà Lạt, Lâm Đồng",6800000.0,104.61,Nhà mặt tiền,5m,13m,Đông Nam,2.0,2.0,2.0,65m²,130m²,9m,Đầy đủ,
CJGNWB,"Lô C22, Đường số 2, An Cựu City, P.An Đông, Q.Thuận Hóa, TP. Huế",4990000.0,61.6,Nhà mặt tiền,4.5m,18m,Bắc,3.0,3.0,4.0,81m²,210.80m²,,,
WG6Q7R,"số 15 B30, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",3000000.0,51.28,Nhà mặt tiền,4.5m,13m,Đông Bắc,2.0,1.0,1.0,58.50m²,58.50m²,12m,Cơ bản,
WT10XR,"A Bùi Viện, P.Đồng Hoà, Q.Kiến An, TP. Hải Phòng",3900000.0,60.93,Nhà mặt tiền,5m,12.8m,Tây Bắc,2.0,2.0,2.0,64m²,90m²,15m,Bàn giao thô,
P1QMUG,"53 Long Thọ, P.Thuỷ Biều, Q.Thuận Hóa, TP. Huế",1790000.0,18.43,Nhà mặt tiền,5.9m,15.01m,Tây Nam,2.0,1.0,1.0,97.10m²,,,,Sổ riêng
UC4BRS,"Cô Giang, P.Phước Ninh, Q.Hải Châu, TP. Đà Nẵng",2000000.0,100.0,Nhà mặt tiền,2m,10m,,2.0,1.0,3.0,20m²,,,,
QKBR3U,"01B8 KDC 91B, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4000000.0,62.5,Nhà mặt tiền,4.5m,16m,Đông Bắc,2.0,3.0,2.0,64m²,130.40m²,6m,,
6Y7YY8,"511 Hoàng Diệu, P.Bình Thuận, Q.Hải Châu, TP. Đà Nẵng",20000000.0,115.34,Nhà mặt tiền,3.94m,40.56m,Tây Nam,2.0,1.0,1.0,173.40m²,170.70m²,,,
3HANZQ,"922 Trường Chinh, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",3950000.0,48.22,Nhà mặt tiền,4.25m,19.36m,Tây Nam,3.0,2.0,2.0,81.90m²,110m²,,,Sổ riêng
EPDM94,"76C Trần Phú, P.Phước Vĩnh, Q.Thuận Hóa, TP. Huế",2900000.0,64.44,Nhà mặt tiền,3.48m,10.13m,Đông Nam,3.0,4.0,3.0,45m²,,,,
7EPMBA,"Lô 26, Khu B3-1 Thăng Long, P.Hòa Cường Nam, Q.Hải Châu, TP. Đà Nẵng",48000000.0,163.76,Nhà mặt tiền,12.03m,24.72m,Đông Nam,5.0,6.0,4.0,293.10m²,474.20m²,,,
263EXZ,"152 Tiền Phong, P.Đằng Hải, Q.Hải An, TP. Hải Phòng",2590000.0,63.66,Nhà mặt tiền,3m,13.25m,Đông Bắc,2.0,2.0,2.0,40.68m²,,,,
C0WMTB,"20A Yết Kiêu, P.Thuận Hòa, Q.Phú Xuân, TP. Huế",8400000.0,49.49,Nhà mặt tiền,6m,28.82m,Tây Bắc,1.0,1.0,1.0,169.70m²,,,,
SCD9K5,"111 Vạn Kiếp, P.Thượng Lý, Q.Hồng Bàng, TP. Hải Phòng",4950000.0,120.73,Nhà mặt tiền,3.1m,10.13m,Tây Bắc,4.0,3.0,4.0,41m²,,,,
5BDFJ7,"63 Hồng Khẳng, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",3300000.0,33.0,Nhà mặt tiền,8.61m,16.92m,Đông Nam,1.0,1.0,1.0,100m²,,,,
YFKX9D,"47 Trần Nguyên Đán, P.Thuận Hòa, Q.Phú Xuân, TP. Huế",14000000.0,53.94,Nhà mặt tiền,12.9m,20.4m,Đông Bắc,5.0,5.0,3.0,259.50m²,,,,
JN9BT0,"135 Đặng Huy Trứ, P.Phước Vĩnh, Q.Thuận Hóa, TP. Huế",9000000.0,67.26,Nhà mặt tiền,6.65m,19.57m,Tây Nam,5.0,5.0,3.0,133.80m²,,,,
SHSCA5,"14 Thôn An Dương, P.An Đồng, Q.An Dương, TP. Hải Phòng",2200000.0,40.44,Nhà mặt tiền,9.4m,6m,Bắc,2.0,1.0,1.0,54.40m²,,2.5m,,Sổ riêng
0TFYN9,"5 ( Thửa 53(2) - tờ 54) Trung Oai, Xã Tiên Dương, H.Đông Anh, TP. Hà Nội",5000000.0,148.36,Nhà mặt tiền,4m,8.42m,Nam,4.0,4.0,4.0,33.70m²,,3m,,
5K3287,"2 Lễ Pháp, Xã Tiên Dương, H.Đông Anh, TP. Hà Nội",11000000.0,117.64,Nhà mặt tiền,5.08m,18.4m,Tây Nam,3.0,3.0,3.0,93.50m²,,4m,,
CRYM8B,"Thửa 82 - tờ 88 Xuân Nộn, Xã Xuân Nộn, H.Đông Anh, TP. Hà Nội",3000000.0,58.13,Nhà mặt tiền,4m,12.9m,Nam,2.0,1.0,2.0,51.60m²,,4m,,
5K2HN7,"81 Miếu, P.Dư Hàng Kênh, Q.Lê Chân, TP. Hải Phòng",18600000.0,200.0,Nhà mặt tiền,4.2m,20.2m,Tây Bắc,5.0,4.0,6.0,93m²,,,,
D4N4SH,"Thửa 1486 - Tờ 4 DT361, Xã Tân Phong, H.Kiến Thuỵ, TP. Hải Phòng",4350000.0,41.66,Nhà mặt tiền,4.73m,24.43m,Đông Bắc,4.0,3.0,2.0,104.40m²,,21m,,
2V55BZ,"A10-2, Đường số 1 KDC 8C, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",5990000.0,75.06,Nhà mặt tiền,5.7m,14m,Đông Bắc,3.0,4.0,3.0,79.80m²,171.10m²,12m,,
PN9NKG,"344B Chi Lăng, P.Gia Hội, Q.Phú Xuân, TP. Huế",2790000.0,49.91,Nhà mặt tiền,4m,13.51m,Đông Bắc,4.0,3.0,4.0,55.90m²,145.10m²,4.57m,,
0ZHUN9,"67 Lê Chân, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",7000000.0,84.03,Nhà mặt tiền,4.5m,16m,Đông Bắc,4.0,4.0,3.0,83.30m²,222.40m²,20m,Bàn giao thô,
ACZMJY,"118B Trần Phú, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",9000000.0,116.27,Nhà mặt tiền,4.22m,18.35m,Tây Bắc,3.0,4.0,3.0,77.40m²,160.60m²,30.7m,Bàn giao thô,
40VQMF,"81 Đồng Kè, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",6000000.0,55.86,Nhà mặt tiền,4.51m,24.14m,Đông Bắc,3.0,2.0,2.0,107.40m²,150m²,,,
KF2EQC,"191 Đống Đa, P.Thạch Thang, Q.Hải Châu, TP. Đà Nẵng",65000000.0,273.1,Nhà mặt tiền,17.42m,19.4m,Bắc,50.0,50.0,10.0,238m²,2252.10m²,,Đầy đủ,
5HW3T7,"55B Thanh Long, P.Thanh Bình, Q.Hải Châu, TP. Đà Nẵng",14000000.0,128.67,Nhà mặt tiền,6.73m,16.11m,Đông Nam,4.0,5.0,3.0,108.80m²,248.30m²,,Đầy đủ,
CW00KB,"131 đường CMT8, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",11000000.0,120.87,Nhà mặt tiền,3.25m,16.7m,Đông Bắc,5.0,3.0,3.0,91m²,,,,Sổ riêng
2MV1BZ,"90 Nguyễn Chích, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5950000.0,79.33,Nhà mặt tiền,5m,15m,Đông Bắc,1.0,1.0,2.0,75m²,,,,
UY7BYS,"24 Lê Sao, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",4950000.0,54.63,Nhà mặt tiền,5m,18.13m,Đông Nam,4.0,4.0,1.0,90.60m²,84.60m²,13.5m,Bàn giao thô,
JXSZG0,"17 Nguyễn Quyền, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",6200000.0,74.87,Nhà mặt tiền,4.5m,18.4m,Tây Nam,3.0,2.0,2.0,82.80m²,125.10m²,,,
1AFQX6,"36 Nguyễn Khang, P.An Khê, Q.Thanh Khê, TP. Đà Nẵng",7700000.0,81.05,Nhà mặt tiền,5m,19m,Đông Bắc,4.0,3.0,3.0,95m²,222m²,,,
AFGMZY,"58 Trần Đức Thông, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",16000000.0,200.0,Nhà mặt tiền,5m,16m,Tây Nam,7.0,7.0,4.0,80m²,295.50m²,,,
EGTAF4,"17B7 KDC 91B, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4900000.0,76.56,Nhà mặt tiền,4m,16m,Đông Bắc,3.0,3.0,3.0,64m²,204.90m²,12m,,
UC45HS,"H61 Mẹ Nhu, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",4150000.0000000005,64.14,Nhà mặt tiền,4.5m,14.3m,Đông Nam,2.0,1.0,1.0,64.70m²,64.70m²,2m,Cơ bản,
AFR3QY,"22D3 KDC Hồng Loan, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",6000000.0,75.0,Nhà mặt tiền,5m,16m,Đông Nam,3.0,4.0,3.0,80m²,232.80m²,20m,,
0MMBP9,"15 Hoàng Hoa Thám, P.Thạc Gián, Q.Thanh Khê, TP. Đà Nẵng",19000000.0,150.07,Nhà mặt tiền,4.82m,21.37m,Tây Nam,3.0,3.0,3.0,126.60m²,343.70m²,,,
AFF6QY,"79 Trần Quang Long, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5990000.0,66.55,Nhà mặt tiền,4.5m,20m,Tây Nam,3.0,2.0,2.0,90m²,,15.5m,,
SBBMR5,"12 Nguyễn Hữu Thọ, P.Xuân Phú, Q.Thuận Hóa, TP. Huế",8600000.0,90.52,Nhà mặt tiền,5m,19m,Đông Nam,1.0,1.0,1.0,95m²,,,,
DRFW0H,"30 Tế Hanh, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",8860000.0,77.04,Nhà mặt tiền,5m,23m,Nam,4.0,4.0,3.0,115m²,,,,
C9R0WB,"45 Bình An 7, P.Hòa Cường Bắc, Q.Hải Châu, TP. Đà Nẵng",5750000.0,143.03,Nhà mặt tiền,4.3m,9.57m,Đông Nam,3.0,3.0,3.0,40.20m²,116.50m²,,,
0MZ7J9,"Khúc Thừa Dụ, P.Dịch Vọng, Q.Cầu Giấy, TP. Hà Nội",8000000.0,222.22,Nhà mặt tiền,4.8m,7.5m,Bắc,3.0,4.0,5.0,36m²,36m²,2.5m,Đầy đủ,
P1ZS9G,"Đường 5, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",4300000.0,43.0,Nhà mặt tiền,5m,20m,Đông,2.0,3.0,4.0,100m²,100m²,,,
5EAD47,"264 Lán Bè, P.An Biên, Q.Lê Chân, TP. Hải Phòng",4890000.0,131.45,Nhà mặt tiền,4.07m,9.12m,Đông Nam,2.0,2.0,2.0,37.20m²,,,,
QHQ6ZU,"143B Trần Hưng Đạo, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",10000000.0,141.44,Nhà mặt tiền,3.6m,19.8m,Tây Bắc,3.0,3.0,3.0,70.70m²,132.90m²,18m,,
DWD0MH,"361 Hoàng Diệu, P.Bình Thuận, Q.Hải Châu, TP. Đà Nẵng",12800000.0,168.42,Nhà mặt tiền,3.45m,21.15m,Tây Nam,8.0,8.0,3.0,76m²,,,,
5BQE27,"48 Nguyễn Xuân Lộc, P.Thuận Lộc, Q.Phú Xuân, TP. Huế",4800000.0,27.9,Nhà mặt tiền,8m,21.5m,Tây Nam,4.0,4.0,2.0,172m²,,,,
C0AN3B,"Lô C78 đường số 4C, Xã Phú Mỹ, H.Phú Vang, TP. Huế",6900000.0,31.57,Nhà mặt tiền,6m,21m,Đông,4.0,4.0,3.0,218.50m²,240m²,,,
8YZRR3,"248 Nguyễn Chơn, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",6800000.0,85.0,Nhà mặt tiền,5m,16m,Đông Nam,3.0,3.0,3.0,80m²,234m²,,,
WZY4CR,"79 Bắc Sơn, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",7850000.0,78.5,Nhà mặt tiền,5m,20m,Tây,2.0,2.0,2.0,100m²,,,,Sổ riêng
6APKJ8,"222 (Thửa 297 - tờ 21) Giang Cao, Xã Bát Tràng, H.Gia Lâm, TP. Hà Nội",7500000.0,187.5,Nhà mặt tiền,6.92m,5.94m,Nam,1.0,1.0,1.0,40m²,,,,Sổ riêng
DW2A3H,"21 Hàm Trung 3, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",3950000.0,36.74,Nhà mặt tiền,5m,21.5m,Tây Bắc,2.0,1.0,1.0,107.50m²,,,,
6ABP78,"28 Nguyễn Chích, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",9500000.0,122.58,Nhà mặt tiền,5m,15.5m,Tây Nam,4.0,4.0,3.0,77.50m²,212.20m²,,,
QHFHPU,"478 Nguyễn Văn Cừ, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",13000000.0,142.23,Nhà mặt tiền,4m,22.3m,Đông Nam,4.0,2.0,3.0,91.40m²,220.90m²,20m,,
UK4H6S,"147 Nguyễn Hữu Dật, P.Hòa Cường Bắc, Q.Hải Châu, TP. Đà Nẵng",12000000.0,118.81,Nhà mặt tiền,5m,20.2m,Tây Nam,3.0,3.0,3.0,101m²,225.50m²,,,
3D71MQ,"30 Nguyên Hồng, P.Thanh Khê Đông, Q.Thanh Khê, TP. Đà Nẵng",8800000.0,122.22,Nhà mặt tiền,4m,18m,Đông Nam,4.0,4.0,3.0,72m²,218.40m²,,,Sổ riêng
WZ9ZDR,"40/317A Đà Nẵng, P.Vạn Mỹ, Q.Ngô Quyền, TP. Hải Phòng",2500000.0,55.92,Nhà mặt tiền,5.73m,7.77m,Tây Nam,3.0,2.0,2.0,44.70m²,,,,
DWCUDH,"26 Duy Tân, P.Bình Thuận, Q.Hải Châu, TP. Đà Nẵng",6500000.0,154.39,Nhà mặt tiền,4.08m,10.91m,Đông Nam,3.0,3.0,3.0,42.10m²,114.40m²,,,
RT9CWJ,"64 đường Mậu Thân, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",30000000.0,164.56,Nhà mặt tiền,5.95m,32.65m,Tây Nam,1.0,2.0,2.0,182.30m²,,,,
6AQJE8,"63 Nguyễn Đệ, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",10800000.0,85.03,Nhà mặt tiền,5m,25.4m,Tây Bắc,2.0,2.0,3.0,127m²,,,,
WZJATR,"Thửa 206 - Tờ 28 ( Số nhà 327C) Hàng Xoài, P.Lê Bình, Q.Cái Răng, TP. Cần Thơ",3300000.0,30.64,Nhà mặt tiền,4.9m,21.97m,Đông Bắc,1.0,1.0,1.0,107.70m²,,,,
QHSHPU,"Thửa 682 - tờ 106-2024 Thôn Hà Nhuận, P.An Hoà, Q.An Dương, TP. Hải Phòng",1250000.0,20.83,Nhà mặt tiền,7.63m,8.16m,Nam,2.0,1.0,1.0,60m²,,,,
5CGFS7,"Lô 67 Mê Linh, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",7200000.0,72.36,Nhà mặt tiền,5m,19.92m,Tây Bắc,3.0,3.0,3.0,99.50m²,180.80m²,,,
SK0S45,"05 Cao Xuân Dục, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",5900000.0,98.33,Nhà mặt tiền,5m,12m,Đông Bắc,4.0,4.0,4.0,60m²,199.60m²,13m,,
21A21Z,"Lô số 02 khu TĐC-02 - Tờ Quy hoạch chi tiết (172-A) Phương Chữ Nam, Xã Trường Thành, H.An Lão, TP. Hải Phòng",7500000.0,46.87,Nhà mặt tiền,8m,20m,Đông Bắc,2.0,2.0,1.0,160m²,,6m,,
W28W9R,"Thửa 480 - tờ 98 Thôn Việt Khê, Xã Tân Dân, H.An Lão, TP. Hải Phòng",1900000.0,23.63,Nhà mặt tiền,4.5m,18.13m,Tây,2.0,2.0,2.0,80.40m²,,7m,,Sổ riêng
8ACM73,"07 Đường E2 KDC 3A, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",1590000.0,37.27,Nhà mặt tiền,5m,10.5m,Tây Bắc,1.0,1.0,2.0,42.90m²,,5m,,
QDC4VU,"241 Tô Hiệu, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7900000.0,101.15,Nhà mặt tiền,4.2m,18.79m,Đông,4.0,6.0,4.0,78.10m²,219.30m²,,,
0NNDR9,"41 Thôn Quỳnh Hoàng, P.Nam Sơn, Q.An Dương, TP. Hải Phòng",1500000.0,22.38,Nhà mặt tiền,4m,16.8m,Nam,2.0,1.0,1.0,67m²,,2.5m,,
SKKPD5,"Thửa 330/1 - Tờ 05 Thôn 3, Xã Tú Sơn, H.Kiến Thuỵ, TP. Hải Phòng",5400000.0,26.08,Nhà mặt tiền,5.4m,36.9m,Tây,3.0,2.0,2.0,207m²,,5.8m,,
DF4J9H,"Vọng Hải, P.Hưng Đạo, Q.Dương Kinh, TP. Hải Phòng",4850000.0,59.87,Nhà mặt tiền,8.23m,10.34m,Tây Bắc,3.0,3.0,3.0,81m²,,8m,,
W2G25R,"Hòa Bình, P.Yên Nghĩa, Q.Hà Đông, TP. Hà Nội",5690000.0,62.73,Nhà mặt tiền,4.19m,8.71m,Tây,5.0,5.0,5.0,90.70m²,,6m,,
GMJE32,"Quảng nguyên, Xã Quảng Phú Cầu, H.Ứng Hòa, TP. Hà Nội",4500000.0,47.46,Nhà mặt tiền,4.52m,19.82m,Bắc,4.0,3.0,4.0,94.80m²,94.80m²,4m,Đầy đủ,
SH6TT5,"258 Ngô Quyền, P.Vạn Mỹ, Q.Ngô Quyền, TP. Hải Phòng",6500000.0,101.72,Nhà mặt tiền,3.4m,18.8m,Đông Bắc,2.0,2.0,2.0,63.90m²,,16m,,
7C3ZXA,"72 Phan Phú Tiên, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",8990000.0,116.6,Nhà mặt tiền,5m,15.56m,Tây Nam,4.0,4.0,3.0,77.10m²,126m²,,,
3AX15Q,"Số 122A khu tập thể A10 Nghĩa Tân (sân chơii A10) Nghĩa Tân, P.Nghĩa Tân, Q.Cầu Giấy, TP. Hà Nội",6500000.0,118.18,Nhà mặt tiền,5m,11m,Nam,2.0,1.0,1.0,55m²,55m²,,,
7C8MNA,"178 ( Thửa 50 - tờ 84) Lê Hữu Tựu, Xã Nguyên Khê, H.Đông Anh, TP. Hà Nội",14000000.0,175.0,Nhà mặt tiền,5m,16m,Bắc,4.0,4.0,4.0,80m²,,12m,,
SHVNM5,"151 Nguyễn Thị Thập, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8000000.0,80.8,Nhà mặt tiền,5m,19.8m,Đông Bắc,3.0,3.0,3.0,99m²,182.90m²,,,
2V4FEZ,"12 Nguyễn Thuý, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8500000.0,129.96,Nhà mặt tiền,4.54m,14.84m,Tây Nam,3.0,4.0,3.0,65.40m²,196.60m²,,Đầy đủ,
WG5MNR,"14 Đồng Xoài, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5500000.0,79.71,Nhà mặt tiền,6.62m,12.57m,Đông Nam,3.0,3.0,2.0,69m²,116.40m²,,,
4930KF,"110 Nguyễn Nhàn, P.Hòa Thọ Đông, Q.Cẩm Lệ, TP. Đà Nẵng",5200000.0,65.0,Nhà mặt tiền,4.98m,15.8m,Đông Nam,1.0,1.0,1.0,80m²,73.40m²,,,
AB2SMY,"16 Cầu Giấy, P.Ngọc Khánh, Q.Ba Đình, TP. Hà Nội",15680000.0,501.15,Nhà mặt tiền,5.23m,6.29m,Đông Bắc,3.0,4.0,3.0,31.30m²,62.60m²,,,
2VVS0Z,"57 An Hải 15, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",6800000.0,114.09,Nhà mặt tiền,8m,12.5m,Tây Nam,3.0,3.0,2.0,59.60m²,93.30m²,,,
9NN34P,"B12 3 Tháng 2, P.Hưng Lợi, Q.Ninh Kiều, TP. Cần Thơ",2950000.0,48.36,Nhà mặt tiền,8.71m,7.16m,Bắc,2.0,1.0,1.0,61m²,61m²,,,
GMXYJ2,"412 Nguyễn Phước Nguyên, P.An Khê, Q.Thanh Khê, TP. Đà Nẵng",7950000.0,155.27,Nhà mặt tiền,3.75m,13.65m,Đông Bắc,3.0,3.0,3.0,51.20m²,158.90m²,,,
YEBC3D,"47 Tạ Mỹ Duật, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",15000000.0,171.42,Nhà mặt tiền,5m,17.5m,Đông Bắc,5.0,4.0,4.0,87.50m²,266.10m²,,,
WPE9DR,"96 Đề Thám, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",17500000.0,185.97,Nhà mặt tiền,6.65m,14.05m,Tây Nam,2.0,1.0,2.0,94.10m²,117.60m²,12m,,
